,R_Optimal,R_Output,R_model,inp_config,out_config
114,3.9755062956851064,10.787461216476636,11.016387939453125,[ 3.  5. 13.  1. 12.  6. 10.  7. 11. 14.  9.  8.  2.  4.  0.],"[8, 2, 9, 4, 7, 14, 0, 11, 13, 6, 5, 12, 1, 10, 3]"
115,4.469521489884944,12.3744940037272,10.620759963989258,[ 5.  7. 13.  6.  8.  9. 14.  1. 12.  3. 10. 11.  2.  4.  0.],"[11, 14, 13, 0, 4, 6, 7, 2, 10, 9, 8, 3, 12, 1, 5]"
116,5.175656025186777,10.159670502220262,11.769244194030762,[ 8.  3.  4.  7. 13. 12. 14.  6. 10. 11.  9.  5.  1.  2.  0.],"[8, 4, 0, 9, 2, 11, 14, 5, 1, 3, 12, 10, 6, 7, 13]"
117,4.187443442728462,11.188067101278424,10.970869064331055,[13. 12.  8.  2.  3. 10.  1. 11.  9.  7.  4. 14.  5.  6.  0.],"[8, 11, 0, 7, 9, 12, 6, 13, 10, 3, 2, 1, 14, 5, 4]"
118,4.574322234073678,12.470981884313572,12.416193008422852,[10.  5.  6.  8. 14.  7.  4. 13.  1.  2.  9.  3. 11. 12.  0.],"[14, 10, 4, 13, 12, 3, 7, 9, 2, 6, 1, 8, 0, 5, 11]"
119,4.292440022520875,10.40737736998478,10.654563903808594,[ 1.  8. 14.  9.  3.  5. 10. 12. 11.  6. 13.  2.  4.  7.  0.],"[2, 10, 14, 5, 7, 4, 3, 0, 1, 8, 13, 6, 11, 9, 12]"
120,4.90050052244199,12.123044458249327,12.4930419921875,[13.  6. 11.  4.  9. 14.  7.  1.  8. 10.  3.  2. 12.  5.  0.],"[14, 10, 8, 7, 2, 0, 3, 9, 1, 13, 4, 6, 11, 5, 12]"
121,4.5231966280413864,9.125951670797086,11.364566802978516,[10.  7.  6. 14.  5. 12. 13. 11.  2.  8.  1.  4.  9.  3.  0.],"[2, 9, 13, 11, 0, 3, 7, 12, 6, 8, 1, 4, 10, 14, 5]"
122,4.571914989989998,12.570513028921495,12.923912048339844,[10.  5. 13. 11.  7.  1.  8.  4. 12.  3.  9. 14.  6.  2.  0.],"[10, 5, 12, 11, 0, 2, 6, 9, 3, 1, 4, 14, 8, 13, 7]"
123,4.073391310011296,9.921017008887661,10.090227127075195,[ 0. 14.  4.  9.  8. 13.  3. 10. 11.  6.  2.  7.  1. 12.  5.],"[3, 13, 5, 11, 10, 9, 4, 0, 14, 8, 12, 1, 2, 7, 6]"
124,4.4836055773137105,9.530952892686397,10.98857307434082,[ 2.  9. 13.  3.  5. 12. 11. 14.  6.  4. 10.  8.  7.  1.  0.],"[8, 7, 1, 12, 11, 14, 0, 10, 3, 13, 2, 9, 4, 6, 5]"
125,4.499755262767815,11.884451447312447,12.648468017578125,[11. 13.  4.  9. 10.  2. 12.  1.  6.  7. 14.  5.  8.  3.  0.],"[5, 13, 0, 1, 8, 3, 6, 9, 14, 12, 11, 4, 7, 10, 2]"
126,5.105797367477062,11.791853707028432,10.196298599243164,[11. 10.  2. 14. 12.  9.  7.  1.  6.  3.  4. 13.  5.  8.  0.],"[6, 1, 12, 3, 2, 13, 9, 10, 4, 14, 7, 8, 5, 11, 0]"
127,4.158884963734591,10.782380842416405,10.602851867675781,[13.  2. 10.  7.  5.  3.  4.  8.  1.  9. 11.  6. 14. 12.  0.],"[3, 11, 13, 6, 4, 2, 0, 8, 10, 7, 1, 5, 12, 14, 9]"
128,4.679721753157617,11.8800715179204,11.966445922851562,[ 4.  1.  2.  9.  3.  7.  5.  6. 11.  8. 12. 13. 10. 14.  0.],"[4, 2, 1, 14, 10, 5, 0, 12, 7, 8, 3, 9, 13, 6, 11]"
129,4.9063935950961985,13.44780033377624,11.747954368591309,[10.  7.  9. 11.  8.  4.  6.  2.  5.  1. 13.  3. 12. 14.  0.],"[6, 8, 9, 13, 1, 0, 2, 10, 11, 7, 5, 4, 14, 12, 3]"
130,4.361981206475934,8.946503428974214,11.238383293151855,[ 9. 11.  6.  2. 12. 13. 14.  5.  7.  3.  1. 10.  4.  8.  0.],"[3, 1, 10, 6, 7, 9, 5, 13, 11, 2, 12, 14, 4, 0, 8]"
131,4.778542432968471,10.480831290889444,9.879804611206055,[ 8.  5.  3.  7.  4.  1.  2. 13. 14. 12.  6. 10. 11.  9.  0.],"[0, 10, 6, 12, 11, 14, 13, 2, 4, 9, 7, 1, 3, 8, 5]"
132,5.036613439734333,10.00647872279651,10.013832092285156,[ 2.  9.  1.  8. 12. 13. 11. 14.  4. 10.  7.  5.  6.  3.  0.],"[8, 1, 9, 7, 14, 11, 13, 2, 0, 12, 10, 5, 4, 6, 3]"
133,4.096397740021476,9.297151388481048,9.80921745300293,[ 0. 13.  8. 10.  9.  7.  1. 14.  4. 11.  5.  2. 12.  3.  6.],"[1, 11, 14, 9, 7, 2, 12, 4, 5, 3, 0, 13, 6, 10, 8]"
134,4.457502054434114,10.184172926510207,10.888734817504883,[ 9.  2. 11. 10. 14.  8.  5.  7.  1. 13.  3.  6.  4. 12.  0.],"[5, 12, 1, 3, 13, 8, 14, 7, 4, 10, 6, 2, 0, 11, 9]"
135,3.95895672367559,12.00269455026162,12.190544128417969,[ 6. 13.  7.  2.  9. 10.  5.  3.  8. 12.  1. 14.  4. 11.  0.],"[5, 2, 6, 0, 4, 12, 10, 1, 9, 13, 14, 7, 8, 11, 3]"
136,4.794893201000527,10.772619970752096,10.797616004943848,[13. 11.  5.  1.  8.  2.  7.  6.  4.  9.  3. 14. 12. 10.  0.],"[13, 1, 5, 0, 10, 11, 8, 12, 2, 7, 9, 6, 14, 4, 3]"
137,4.612347483314558,10.191865589341646,10.883026123046875,[ 2.  3. 12. 11.  5.  1.  8.  7. 10. 14.  6. 13.  4.  9.  0.],"[13, 5, 0, 12, 3, 10, 14, 4, 9, 11, 2, 8, 7, 6, 1]"
138,4.337119630814452,11.069623156139736,11.274357795715332,[ 9.  6. 13. 11.  4. 10.  5.  3.  7.  8. 12.  2. 14.  1.  0.],"[10, 5, 13, 1, 3, 0, 9, 14, 6, 4, 7, 2, 8, 11, 12]"
139,4.273989615283132,10.536511570543409,10.945898056030273,[ 4.  9.  7.  6. 10.  5.  2. 14.  1.  8. 13. 12. 11.  3.  0.],"[11, 4, 12, 2, 13, 5, 14, 8, 3, 1, 0, 9, 10, 6, 7]"
140,4.670385654126211,12.56510257203173,11.96372127532959,[ 2.  6.  7.  1.  5. 13. 10. 12. 11.  9.  4. 14.  8.  3.  0.],"[5, 7, 11, 14, 6, 9, 13, 1, 12, 8, 0, 10, 2, 4, 3]"
141,3.806844869112941,9.524735089664524,11.404773712158203,[ 4.  6.  8.  2.  1.  9. 10. 14. 13.  5.  3. 12. 11.  7.  0.],"[4, 13, 6, 1, 9, 12, 8, 2, 11, 0, 10, 3, 7, 5, 14]"
142,4.236967393243922,10.586743155385848,10.971901893615723,[ 9.  6.  4. 13. 11.  5. 14.  7.  1.  8. 10.  2.  3. 12.  0.],"[0, 3, 10, 8, 9, 12, 7, 1, 6, 2, 4, 14, 5, 11, 13]"
143,4.8714785811312415,11.963923838663142,12.303669929504395,[ 5. 11.  2.  6. 13.  7.  3.  9.  1. 10.  8. 14. 12.  4.  0.],"[9, 6, 10, 11, 0, 3, 14, 5, 4, 8, 7, 13, 2, 12, 1]"
144,4.814065532854875,10.828663220872718,11.467926979064941,[13. 12.  1. 14.  9.  6.  5.  3.  2.  7.  4.  8. 11. 10.  0.],"[9, 2, 3, 8, 14, 4, 6, 1, 11, 10, 7, 5, 12, 13, 0]"
145,4.719929795956873,12.221057521899512,12.568470001220703,[ 9.  1. 13. 10.  6.  5. 12. 11. 14.  8.  7.  3.  4.  2.  0.],"[7, 5, 9, 0, 2, 6, 3, 8, 4, 10, 13, 11, 1, 14, 12]"
146,4.702427750058794,11.027048578769504,11.057377815246582,[ 8. 10. 14.  2.  7.  6.  4.  3. 12. 13.  1.  9.  5. 11.  0.],"[2, 10, 0, 9, 1, 8, 3, 13, 5, 11, 4, 12, 6, 14, 7]"
147,4.227702259835776,8.301581120186379,8.83397388458252,[ 4. 13.  2.  6. 11. 14.  1.  5. 12.  7.  3. 10.  8.  9.  0.],"[6, 13, 2, 11, 14, 4, 10, 3, 8, 7, 12, 0, 5, 9, 1]"
148,4.054146125004156,9.610718228295182,11.310737609863281,[ 7. 10.  1. 14. 11.  6. 12.  8.  9. 13.  3.  4.  5.  2.  0.],"[6, 1, 14, 11, 13, 8, 3, 9, 10, 5, 12, 4, 0, 7, 2]"
149,4.780435328083006,11.941725968708608,12.177244186401367,[12.  5.  2.  9.  3.  8. 10. 13.  4.  1. 11.  6. 14.  7.  0.],"[0, 7, 4, 14, 5, 13, 8, 2, 6, 10, 9, 12, 3, 1, 11]"
150,4.573327924220264,10.104808055290116,10.7985200881958,[ 2. 10. 12.  9.  7. 13.  8.  1.  6.  3. 11. 14.  5.  4.  0.],"[4, 11, 0, 2, 1, 7, 9, 10, 13, 14, 6, 12, 3, 5, 8]"
151,4.218192862012631,9.82630898519985,11.122206687927246,[ 2. 13.  8. 12.  9. 14. 11.  5.  7.  6. 10.  4.  1.  3.  0.],"[2, 3, 13, 10, 4, 14, 0, 1, 8, 12, 6, 9, 11, 5, 7]"
152,4.6033002355217505,9.961795168171841,11.245007514953613,[11.  3. 10.  7.  8.  5.  6.  4.  9. 14.  1. 13.  2. 12.  0.],"[3, 11, 8, 14, 7, 10, 12, 0, 6, 2, 9, 5, 4, 13, 1]"
153,3.960821047485636,8.896181208048318,10.102277755737305,[ 1.  2. 14. 13. 12.  4. 11.  6.  9.  8.  3.  7. 10.  5.  0.],"[14, 0, 1, 12, 2, 13, 11, 9, 10, 4, 5, 3, 7, 6, 8]"
154,4.427232100874318,10.388387067442105,11.10147762298584,[ 8.  7.  9.  4. 12.  6. 13.  3. 11. 10.  1.  2.  5. 14.  0.],"[5, 8, 2, 10, 14, 11, 0, 3, 7, 6, 9, 12, 13, 4, 1]"
155,4.906932318566142,9.726539561331826,10.538869857788086,[ 2.  9.  7.  4. 14.  6. 11. 12. 10.  3. 13.  8.  1.  5.  0.],"[11, 3, 6, 10, 14, 7, 4, 1, 13, 8, 12, 9, 5, 0, 2]"
156,5.171502325086019,12.814006012242269,11.217371940612793,[ 0.  9. 11.  7. 13. 12.  4. 10.  2.  6. 14.  8.  3.  5.  1.],"[5, 8, 7, 2, 4, 1, 10, 3, 13, 14, 6, 12, 9, 11, 0]"
157,4.869660984628715,11.833759013521359,12.435251235961914,[ 0.  7. 12.  5. 13.  9.  1.  6.  3. 10.  8.  2. 11.  4. 14.],"[14, 2, 11, 13, 7, 12, 8, 5, 4, 0, 1, 9, 10, 6, 3]"
158,5.225271876570613,9.357036155204906,11.031377792358398,[14. 12. 13.  4.  6.  5.  7. 10.  9.  1. 11.  3.  8.  2.  0.],"[11, 1, 9, 14, 2, 12, 0, 4, 3, 8, 7, 10, 13, 6, 5]"
159,4.02687393573639,10.599860366574607,11.622322082519531,[ 6. 13. 12. 11.  8. 14.  1.  3. 10.  5.  9.  7.  2.  4.  0.],"[11, 3, 8, 14, 5, 0, 10, 9, 13, 1, 7, 6, 12, 2, 4]"
160,4.598591804309879,9.268362984656207,10.96127700805664,[11.  7. 12.  1.  4. 14.  9.  3.  8. 13. 10.  2.  5.  6.  0.],"[1, 12, 2, 3, 0, 11, 7, 4, 6, 9, 14, 8, 5, 10, 13]"
161,4.773559600118243,11.512245721714068,11.742941856384277,[ 7. 11. 10.  9.  8.  5.  6. 14.  4.  1. 13.  2.  3. 12.  0.],"[4, 0, 13, 8, 1, 9, 2, 7, 10, 3, 5, 12, 6, 14, 11]"
162,4.3054508188936,10.342460853380972,10.191588401794434,[11. 10. 12.  3.  4.  9.  7.  6.  2. 14.  8. 13.  5.  1.  0.],"[13, 6, 2, 3, 14, 7, 9, 0, 8, 1, 5, 10, 4, 12, 11]"
163,4.626097611518083,10.694959449733044,11.712159156799316,[14.  6. 10.  7.  1.  4. 13.  9.  5.  2. 11.  8. 12.  3.  0.],"[5, 2, 7, 14, 1, 4, 10, 6, 13, 0, 8, 3, 12, 9, 11]"
164,3.865857014272381,10.406652552752895,10.893608093261719,[ 0. 11.  2. 12. 10.  8.  6.  1.  9. 14.  7. 13.  4.  3.  5.],"[6, 9, 3, 1, 5, 10, 0, 12, 4, 11, 13, 8, 2, 14, 7]"
165,4.145921227330636,10.00418654957088,10.155841827392578,[ 7. 13. 10.  4.  5.  6. 12.  1. 11.  3.  8. 14.  9.  2.  0.],"[7, 3, 12, 6, 10, 4, 1, 5, 13, 0, 9, 2, 11, 14, 8]"
166,5.445343178503236,11.31287004064718,11.852224349975586,[ 0.  9.  1. 11.  4. 10. 13. 14.  6.  2.  7.  8. 12.  3.  5.],"[3, 5, 7, 8, 12, 10, 2, 4, 9, 14, 6, 13, 1, 0, 11]"
167,4.8352176537652225,12.194403378206744,11.829424858093262,[14.  1. 11. 13. 12.  5.  8.  4.  6.  7.  3.  9. 10.  2.  0.],"[2, 4, 3, 5, 9, 6, 8, 13, 10, 1, 7, 11, 12, 0, 14]"
168,4.16411769687527,13.007422212402513,13.178550720214844,[ 6. 14. 12. 10.  7. 11.  5.  8.  2.  1.  3.  4. 13.  9.  0.],"[12, 14, 7, 0, 4, 6, 8, 5, 10, 2, 9, 3, 1, 11, 13]"
169,4.837662462446535,9.89672199824838,10.710677146911621,[ 2.  9. 11.  3.  7.  6.  8. 13. 14.  4.  5.  1. 10. 12.  0.],"[13, 1, 5, 4, 11, 9, 14, 12, 6, 8, 2, 10, 0, 3, 7]"
170,3.8422425295554503,9.80335711165329,9.607156753540039,[ 3. 10. 12.  7.  9.  5. 14.  2.  8.  1. 11.  4. 13.  6.  0.],"[12, 8, 10, 13, 6, 2, 0, 5, 3, 14, 1, 4, 11, 9, 7]"
171,3.8883734385229896,11.510765842654207,11.734906196594238,[ 9.  4. 12. 10.  2.  1.  7.  3.  8. 14.  6. 13. 11.  5.  0.],"[3, 5, 8, 0, 7, 6, 11, 14, 9, 13, 2, 1, 10, 12, 4]"
172,4.172856658301059,10.040845339129618,10.240816116333008,[ 7.  6.  1. 14. 13.  5.  2.  4. 10.  8.  9. 11. 12.  3.  0.],"[7, 1, 6, 12, 2, 4, 3, 5, 14, 13, 0, 8, 10, 11, 9]"
173,3.7900585433876506,11.207497893449057,11.624363899230957,[ 0.  3. 10.  5. 12.  2. 11. 14.  6.  8.  9.  1.  7.  4. 13.],"[3, 1, 4, 5, 10, 7, 8, 14, 0, 13, 11, 6, 12, 2, 9]"
174,4.627533771619494,11.55303303849504,12.220039367675781,[11.  5.  9.  3.  4.  6.  7. 12.  8. 13.  2. 10. 14.  1.  0.],"[4, 6, 0, 14, 5, 1, 10, 2, 3, 11, 9, 7, 13, 12, 8]"
175,4.4340367034903245,9.614549523468868,10.944724082946777,[ 0. 12. 11.  4.  5.  6.  3.  9.  7.  2. 13.  1. 10.  8. 14.],"[14, 11, 8, 1, 0, 12, 7, 9, 4, 13, 10, 3, 6, 2, 5]"
176,4.163521521387118,11.314748949227544,10.921060562133789,[ 3.  7.  2. 12. 11.  9.  1. 14.  8.  6. 13.  5.  4. 10.  0.],"[6, 2, 7, 11, 0, 13, 12, 10, 1, 5, 14, 9, 4, 3, 8]"
177,3.750517054066525,9.812955428644019,10.091903686523438,[ 4. 10.  3.  9. 13.  2.  7.  1.  6. 12.  5.  8. 14. 11.  0.],"[9, 0, 14, 4, 11, 3, 10, 13, 7, 2, 12, 8, 1, 5, 6]"
178,3.957991127511516,10.032356259551442,10.850749015808105,[ 6.  4. 11. 14.  5.  2. 12.  8.  3.  1. 10.  9. 13.  7.  0.],"[2, 0, 7, 10, 3, 9, 1, 13, 8, 5, 6, 12, 14, 4, 11]"
179,4.167391165031831,9.850056606485484,10.520292282104492,[ 7. 12.  4. 14.  8. 11. 10.  9.  2. 13.  3.  1.  6.  5.  0.],"[6, 13, 9, 10, 1, 3, 4, 2, 12, 8, 14, 11, 5, 0, 7]"
180,4.828913655745706,9.939844496421047,9.825063705444336,[ 2.  9. 14.  8.  7.  1. 13.  3. 12.  4. 10.  6. 11.  5.  0.],"[12, 1, 4, 3, 13, 10, 11, 6, 2, 9, 8, 7, 14, 0, 5]"
181,4.011449945040204,10.286304899540294,10.968484878540039,[11. 13.  1.  4.  8.  7.  9.  2. 12. 14.  6.  5.  3. 10.  0.],"[12, 14, 3, 9, 6, 2, 11, 0, 13, 10, 4, 5, 1, 8, 7]"
182,4.383611568871802,13.323236975260844,13.161130905151367,[ 2. 11.  8. 12.  1.  3. 13.  4. 10.  5.  7. 14.  9.  6.  0.],"[11, 13, 3, 2, 0, 6, 9, 14, 1, 12, 4, 7, 10, 8, 5]"
183,4.137286360018192,10.190210349975011,10.748258590698242,[ 6.  8.  9. 11.  7.  4. 12.  1. 10.  5. 13. 14.  3.  2.  0.],"[14, 12, 3, 10, 2, 11, 0, 1, 13, 5, 9, 6, 8, 4, 7]"
184,4.590849746433113,7.318356339762476,10.528817176818848,[12.  5.  4.  8. 13.  1.  3. 10.  6.  2.  9. 11. 14.  7.  0.],"[9, 11, 5, 6, 2, 3, 10, 4, 8, 13, 1, 7, 12, 14, 0]"
185,4.17945918578874,8.170096918080112,10.682435989379883,[ 0.  9. 11.  7. 10.  1. 12.  6.  3.  4.  8.  2. 13.  5. 14.],"[5, 14, 2, 3, 13, 10, 1, 7, 12, 9, 11, 0, 6, 4, 8]"
186,5.124184267534058,9.911005074187512,10.80095386505127,[13.  7.  6. 14. 10.  1.  5. 11.  9. 12.  8.  2.  3.  4.  0.],"[11, 3, 8, 12, 4, 1, 5, 2, 10, 7, 9, 6, 14, 13, 0]"
187,3.8006790952784613,10.519921717183482,10.102677345275879,[ 7.  6. 12.  4.  8.  1. 14. 11.  5. 10. 13.  9.  2.  3.  0.],"[8, 3, 1, 9, 4, 12, 6, 14, 10, 0, 2, 11, 13, 5, 7]"
188,4.38034958303544,8.51823903288361,10.170061111450195,[ 9.  8.  3. 11.  7. 12.  5. 13. 14.  6.  2.  4. 10.  1.  0.],"[0, 8, 1, 4, 10, 6, 2, 5, 7, 14, 12, 9, 13, 11, 3]"
189,5.131907451330338,10.414886268167074,10.816059112548828,[ 3.  9.  8. 14.  6. 13. 12. 11.  5. 10.  2.  1.  7.  4.  0.],"[10, 4, 1, 11, 2, 12, 5, 13, 8, 9, 7, 14, 6, 3, 0]"
190,4.1327951651679244,12.350541606876565,11.776663780212402,[ 6.  2.  1.  7.  4.  9.  8. 10. 14.  3.  5. 12. 11. 13.  0.],"[0, 9, 1, 2, 5, 10, 11, 4, 6, 12, 14, 13, 3, 8, 7]"
191,4.797254051871114,11.675874081373157,11.73774528503418,[ 6.  2.  8.  5.  9. 12. 10.  7. 11.  4. 13.  1. 14.  3.  0.],"[0, 8, 6, 7, 4, 14, 2, 10, 12, 11, 5, 3, 1, 9, 13]"
192,4.379697315728985,10.964286208465637,11.672357559204102,[ 2.  1. 14.  9.  6.  4.  8. 12. 13.  3.  7.  5. 11. 10.  0.],"[10, 14, 2, 0, 11, 5, 3, 4, 13, 1, 12, 7, 8, 9, 6]"
193,4.444182466022941,12.226459660760352,11.145606994628906,[10.  1. 13.  9. 12.  4.  8.  3.  2. 14.  7. 11.  6.  5.  0.],"[8, 14, 4, 13, 3, 5, 12, 10, 2, 9, 1, 0, 11, 7, 6]"
194,5.104409659312453,9.821347823003588,10.242813110351562,[ 2.  5.  7.  3. 10.  8.  1.  4. 14. 13. 11.  6.  9. 12.  0.],"[4, 14, 13, 2, 8, 1, 10, 12, 3, 0, 9, 6, 5, 7, 11]"
195,4.459238882717125,10.810609399265635,10.853614807128906,[ 0.  7.  9.  2.  8.  3. 10.  6. 13.  4.  5. 12.  1. 11. 14.],"[14, 12, 8, 10, 2, 1, 11, 4, 0, 3, 9, 5, 6, 13, 7]"
196,4.815174238387387,9.481513366904274,10.89155101776123,[ 2. 14.  5. 10.  1.  4.  3.  6. 13. 11. 12.  9.  8.  7.  0.],"[5, 10, 14, 1, 2, 7, 0, 12, 6, 11, 8, 9, 4, 13, 3]"
197,4.1801173841245856,10.420457909979856,11.013825416564941,[ 8.  9.  1. 12.  6.  3.  5. 10. 11. 14. 13.  7.  4.  2.  0.],"[7, 4, 5, 1, 14, 11, 10, 12, 13, 0, 8, 9, 3, 2, 6]"
198,4.52007213893427,9.26555902072543,10.574536323547363,[ 0.  3.  1. 14.  5.  9. 13.  7. 12. 11. 10.  2.  6.  4.  8.],"[12, 8, 11, 4, 10, 7, 9, 13, 2, 0, 6, 3, 1, 14, 5]"
199,4.681493842400233,10.526947400892183,10.465594291687012,[13.  7.  4.  1.  5. 10.  9. 11.  6.  8. 14. 12.  3.  2.  0.],"[13, 2, 9, 10, 5, 0, 4, 1, 3, 11, 7, 12, 6, 8, 14]"
200,4.606128353495559,11.070417048726739,11.093805313110352,[ 6.  5.  2.  8. 12. 10.  4. 14.  7. 13. 11.  3.  9.  1.  0.],"[4, 9, 11, 13, 14, 3, 1, 7, 0, 10, 2, 8, 12, 5, 6]"
201,4.004412297423691,9.588776671985022,10.965739250183105,[14.  1.  2. 12. 10.  3.  4.  5. 13. 11.  9.  8.  7.  6.  0.],"[1, 12, 0, 9, 6, 8, 7, 14, 5, 13, 11, 4, 2, 3, 10]"
202,4.285382245378964,11.26384447834135,11.465688705444336,[ 4.  2.  1.  3.  9.  6. 10.  7. 11. 12. 14. 13.  8.  5.  0.],"[4, 13, 14, 7, 2, 9, 3, 0, 1, 6, 11, 10, 12, 5, 8]"
203,4.124676444765471,10.992970344148056,11.264150619506836,[11.  3.  8.  9. 13. 10.  2.  6. 14. 12.  4.  5.  1.  7.  0.],"[8, 12, 14, 2, 3, 10, 9, 13, 11, 1, 6, 0, 7, 5, 4]"
204,4.346493087157438,11.43494444068148,10.743852615356445,[11.  6.  5.  7.  9.  8. 12.  2. 14.  3. 10.  4.  1. 13.  0.],"[6, 14, 1, 8, 9, 0, 13, 12, 7, 11, 5, 4, 10, 2, 3]"
205,4.366952884067114,10.504685807221938,11.934040069580078,[11.  4.  1.  6.  2. 14.  5.  7. 13.  3. 12.  9.  8. 10.  0.],"[0, 5, 8, 11, 4, 14, 10, 9, 6, 1, 2, 3, 12, 7, 13]"
206,3.4064785732658427,10.397101411346107,11.684812545776367,[ 6.  3. 13.  8.  4.  5. 14.  2. 10. 12.  9. 11.  1.  7.  0.],"[3, 13, 5, 0, 1, 2, 6, 10, 9, 7, 14, 12, 4, 11, 8]"
207,4.7519072052975835,11.199004285774116,12.552909851074219,[ 8. 12.  6.  3. 14.  5.  2.  4.  1.  7.  9. 13. 11. 10.  0.],"[10, 9, 4, 11, 8, 5, 2, 0, 14, 12, 3, 1, 7, 6, 13]"
208,4.580733788122074,11.440657852843275,12.265373229980469,[ 9. 11.  3. 13. 10.  8.  1. 12.  5. 14.  4.  2.  6.  7.  0.],"[10, 4, 5, 8, 14, 6, 0, 1, 13, 9, 3, 12, 11, 7, 2]"
209,4.386567954713651,10.47928761086113,10.932071685791016,[12.  8. 10.  1.  9.  2.  4. 13. 14.  3.  7.  5.  6. 11.  0.],"[5, 10, 12, 9, 8, 7, 6, 3, 0, 1, 11, 13, 14, 2, 4]"
210,4.244277068888973,9.268151864539089,9.850317001342773,[10.  8.  5.  3. 13.  7.  2. 12.  1.  9. 11. 14.  6.  4.  0.],"[11, 6, 13, 4, 0, 9, 14, 7, 3, 5, 10, 8, 2, 1, 12]"
211,4.525575390881372,12.541926794436112,11.992392539978027,[13. 14.  3.  2.  4.  1.  8.  5. 10.  7.  6.  9. 11. 12.  0.],"[6, 5, 10, 12, 8, 0, 9, 11, 1, 7, 4, 3, 13, 2, 14]"
212,4.693989330456337,10.200997280834168,11.600954055786133,[ 2. 10.  6. 12.  5.  7.  3.  4. 13.  9. 14.  8.  1. 11.  0.],"[6, 5, 12, 1, 0, 8, 2, 7, 10, 11, 14, 13, 9, 3, 4]"
213,5.335266959262195,11.929620531994068,12.96585750579834,[ 0.  1. 12. 13.  8. 14. 10.  6.  9. 11.  5.  3.  7.  4.  2.],"[5, 14, 13, 6, 9, 12, 7, 8, 11, 10, 3, 4, 1, 2, 0]"
214,4.915901511487396,10.750639467997221,11.833392143249512,[ 7. 10. 13.  8.  5. 11.  3. 12. 14.  9.  1.  6.  2.  4.  0.],"[8, 4, 11, 14, 12, 0, 10, 13, 2, 7, 3, 5, 1, 9, 6]"
215,4.043492620928534,10.030835119936997,8.854880332946777,[ 0.  3.  6.  9. 14.  5.  2.  8.  4. 13. 11.  7. 10.  1. 12.],"[3, 14, 6, 1, 0, 10, 13, 2, 12, 9, 7, 11, 4, 8, 5]"
216,4.11769444062541,8.649780574551924,10.088071823120117,[ 0. 12.  9.  7.  6.  5.  8.  2. 11. 14.  3. 10. 13.  4.  1.],"[10, 8, 4, 1, 13, 14, 3, 2, 11, 5, 0, 7, 6, 12, 9]"
217,4.2400635546954035,10.357954110373754,10.545055389404297,[ 9.  5. 11.  1. 10.  4.  7. 14. 12. 13.  8.  2.  6.  3.  0.],"[0, 4, 9, 12, 14, 11, 5, 7, 1, 10, 13, 3, 6, 8, 2]"
218,4.895283127025872,12.42645355641345,11.0614595413208,[11.  1. 13.  2.  3.  7.  8. 14. 12.  5. 10.  4.  9.  6.  0.],"[4, 1, 11, 0, 9, 12, 6, 7, 5, 14, 13, 10, 3, 8, 2]"
219,3.4999216037688545,10.36903276532691,9.347078323364258,[ 7.  4.  8.  1. 12. 14. 13. 10.  6.  5. 11.  2.  9.  3.  0.],"[4, 0, 13, 9, 2, 6, 1, 11, 5, 8, 10, 14, 3, 12, 7]"
220,4.0110855393120906,11.659699467748965,11.296080589294434,[ 6. 11.  3. 12. 10.  1.  5. 14.  8.  2.  4. 13.  7.  9.  0.],"[9, 0, 7, 11, 2, 3, 4, 6, 13, 10, 14, 8, 1, 12, 5]"
221,5.2302025473815705,12.4024031116425,11.997983932495117,[ 0.  3.  7.  8.  5.  6.  1. 14.  2. 11. 12. 13.  9.  4. 10.],"[0, 12, 2, 6, 13, 11, 10, 4, 3, 8, 9, 14, 1, 7, 5]"
222,4.083961514966338,10.096561384368458,10.79275894165039,[ 6. 13.  4.  8.  5.  2. 11.  3. 12.  7.  1.  9. 14. 10.  0.],"[9, 14, 1, 7, 12, 2, 5, 10, 11, 3, 8, 0, 13, 6, 4]"
223,4.390933889123216,9.997350434774166,9.51963996887207,[ 5.  1. 10.  9.  7. 11.  6.  3. 14. 12. 13.  8.  2.  4.  0.],"[3, 12, 14, 11, 10, 9, 1, 6, 5, 0, 4, 13, 7, 8, 2]"
224,5.058982326734844,12.005814300120797,11.597841262817383,[11. 14. 10.  4.  8.  3.  1.  2.  6. 12.  5.  9.  7. 13.  0.],"[6, 1, 8, 3, 2, 12, 14, 0, 4, 11, 5, 10, 13, 9, 7]"
225,4.1860094231925915,11.349155186742118,12.185068130493164,[ 1.  9.  2. 10. 13. 12. 14.  8.  6.  5.  7.  3. 11.  4.  0.],"[8, 5, 12, 3, 14, 13, 7, 0, 6, 10, 4, 11, 9, 2, 1]"
226,4.250166035406485,10.944360849214188,10.564903259277344,[14.  7.  5. 12.  8. 10.  4. 11.  2.  9.  1. 13.  6.  3.  0.],"[8, 1, 9, 12, 10, 11, 7, 13, 5, 14, 6, 2, 4, 0, 3]"
227,3.985693521266326,10.92512876070625,11.107169151306152,[12.  7.  2.  3. 10. 14.  8.  5. 13. 11.  9.  1.  6.  4.  0.],"[6, 2, 13, 4, 1, 8, 11, 0, 5, 9, 14, 12, 7, 10, 3]"
